Date;Open;High;Low;Close
28.09.2018;117720;117720;117690;117710
28.09.2018;117710;117730;117700;117730
28.09.2018;117720;117780;117720;117780
28.09.2018;117780;117780;117750;117760
28.09.2018;117740;117750;117720;117730
28.09.2018;117720;117750;117710;117720
28.09.2018;117710;117720;117700;117720
28.09.2018;117720;117760;117710;117710
28.09.2018;117720;117730;117640;117660
28.09.2018;117660;117670;117500;117550
28.09.2018;117540;117560;117510;117520
28.09.2018;117530;117540;117430;117450
28.09.2018;117460;117510;117430;117500
28.09.2018;117500;117530;117470;117500
28.09.2018;117490;117490;117440;117440
28.09.2018;117450;117460;117430;117460
28.09.2018;117460;117500;117430;117500
28.09.2018;117490;117500;117470;117480
28.09.2018;117470;117500;117460;117460
28.09.2018;117470;117490;117460;117480
28.09.2018;117470;117480;117460;117470
28.09.2018;117470;117540;117470;117520
28.09.2018;117520;117530;117500;117500
28.09.2018;117520;117560;117510;117540
28.09.2018;117530;117570;117510;117570
28.09.2018;117570;117570;117560;117570
28.09.2018;117580;117630;117580;117620
28.09.2018;117610;117630;117590;117590
28.09.2018;117580;117640;117580;117640
28.09.2018;117630;117670;117590;117590
28.09.2018;117590;117610;117580;117580
28.09.2018;117610;117620;117590;117590
28.09.2018;117600;117620;117570;117590
28.09.2018;117590;117610;117590;117590
28.09.2018;117600;117700;117600;117690
28.09.2018;117690;117700;117650;117650
28.09.2018;117660;117680;117620;117640
28.09.2018;117650;117690;117630;117690
28.09.2018;117690;117790;117690;117770
28.09.2018;117770;117800;117730;117770
28.09.2018;117760;117790;117760;117760
28.09.2018;117760;117780;117760;117770
28.09.2018;117770;117770;117730;117760
28.09.2018;117760;117770;117760;117760
28.09.2018;117770;117770;117730;117740
28.09.2018;117740;117750;117740;117750
28.09.2018;117760;117760;117740;117760
28.09.2018;117750;117760;117740;117760
28.09.2018;117760;117780;117760;117780
28.09.2018;117780;117790;117750;117790
28.09.2018;117770;117770;117750;117770
28.09.2018;117760;117760;117750;117750
28.09.2018;117750;117750;117740;117750
28.09.2018;117750;117760;117750;117750
28.09.2018;117750;117780;117750;117770
28.09.2018;117770;117840;117770;117820
28.09.2018;117820;117830;117800;117830
28.09.2018;117840;117850;117830;117830
28.09.2018;117820;117830;117820;117820
28.09.2018;117810;117810;117790;117790
28.09.2018;117790;117810;117790;117800
28.09.2018;117820;117820;117780;117780
28.09.2018;117780;117780;117760;117760
28.09.2018;117760;117790;117760;117790
28.09.2018;117770;117790;117770;117790
28.09.2018;117790;117800;117770;117770
28.09.2018;117770;117780;117770;117780
28.09.2018;117770;117790;117770;117780
28.09.2018;117800;117900;117800;117890
28.09.2018;117880;117880;117820;117820
28.09.2018;117820;117830;117810;117830
28.09.2018;117830;117850;117720;117720
28.09.2018;117740;117740;117720;117730
28.09.2018;117740;117740;117720;117730
28.09.2018;117720;117720;117650;117700
28.09.2018;117700;117730;117700;117730
28.09.2018;117730;117740;117710;117720
28.09.2018;117720;117730;117700;117720
28.09.2018;117710;117740;117710;117740
28.09.2018;117740;117740;117670;117680
28.09.2018;117680;117700;117650;117650
28.09.2018;117650;117670;117610;117630
28.09.2018;117620;117640;117600;117620
28.09.2018;117620;117630;117600;117610
28.09.2018;117610;117620;117590;117620
28.09.2018;117620;117630;117610;117620
28.09.2018;117610;117620;117580;117600
28.09.2018;117610;117690;117560;117670
28.09.2018;117690;117730;117580;117680
03.10.2018;117000;117640;117000;117500
03.10.2018;117500;117630;117430;117470
03.10.2018;117480;117610;117470;117580
03.10.2018;117580;117580;117420;117430
03.10.2018;117430;117570;117410;117560
03.10.2018;117560;117580;117380;117520
03.10.2018;117510;117520;117370;117420
03.10.2018;117430;117430;117310;117320
03.10.2018;117320;117390;117300;117350
03.10.2018;117340;117370;117310;117340
03.10.2018;117320;117380;117300;117350
03.10.2018;117350;117440;117340;117430
03.10.2018;117440;117560;117410;117520
03.10.2018;117510;117610;117460;117480
03.10.2018;117490;117570;117460;117490
03.10.2018;117490;117550;117480;117510
03.10.2018;117500;117610;117500;117600
03.10.2018;117590;117730;117540;117660
03.10.2018;117660;117760;117640;117670
03.10.2018;117670;117720;117660;117720
03.10.2018;117720;117780;117650;117680
03.10.2018;117690;117700;117640;117660
03.10.2018;117680;117710;117620;117630
03.10.2018;117640;117700;117600;117680
03.10.2018;117660;117710;117650;117690
03.10.2018;117690;117690;117570;117580
03.10.2018;117580;117590;117540;117550
03.10.2018;117550;117600;117540;117560
03.10.2018;117570;117680;117560;117680
03.10.2018;117680;117700;117580;117650
03.10.2018;117650;117690;117610;117640
03.10.2018;117640;117660;117600;117630
03.10.2018;117620;117620;117500;117520
03.10.2018;117530;117600;117530;117560
03.10.2018;117560;117580;117510;117540
03.10.2018;117530;117570;117500;117560
03.10.2018;117560;117600;117550;117560
03.10.2018;117560;117600;117550;117590
03.10.2018;117570;117620;117570;117580
03.10.2018;117590;117620;117530;117580
03.10.2018;117590;117620;117410;117450
03.10.2018;117470;117530;117460;117520
03.10.2018;117530;117550;117430;117480
03.10.2018;117480;117480;117410;117420
03.10.2018;117420;117480;117410;117480
03.10.2018;117470;117580;117460;117510
03.10.2018;117510;117530;117500;117500
03.10.2018;117500;117510;117450;117490
03.10.2018;117480;117550;117480;117540
03.10.2018;117550;117910;117540;117750
03.10.2018;117760;117900;117760;117810
03.10.2018;117810;117850;117760;117780
03.10.2018;117790;117820;117770;117770
03.10.2018;117770;117850;117770;117790
03.10.2018;117790;117800;117750;117780
03.10.2018;117770;117840;117770;117830
03.10.2018;117830;117910;117820;117870
03.10.2018;117870;117870;117710;117760
03.10.2018;117760;117830;117720;117820
03.10.2018;117800;117810;117760;117770
03.10.2018;117770;117870;117760;117800
03.10.2018;117790;117800;117740;117760
03.10.2018;117750;117790;117690;117710
03.10.2018;117710;117740;117650;117710
03.10.2018;117720;117740;117700;117740
03.10.2018;117750;117780;117700;117710
03.10.2018;117710;117750;117710;117750
03.10.2018;117740;117810;117740;117750
03.10.2018;117740;117900;117710;117850
03.10.2018;117850;117900;117810;117840
03.10.2018;117830;117860;117780;117830
03.10.2018;117840;117850;117790;117810
03.10.2018;117790;118060;117790;117990
03.10.2018;118000;118100;117980;117990
03.10.2018;117980;118170;117980;118130
03.10.2018;118120;118170;118100;118140
03.10.2018;118150;118380;118150;118350
03.10.2018;118350;118460;118350;118370
03.10.2018;118390;118400;118300;118330
03.10.2018;118340;118380;118320;118360
03.10.2018;118360;118380;118320;118330
03.10.2018;118330;118390;118290;118300
03.10.2018;118300;118330;118260;118270
03.10.2018;118260;118290;118240;118260
03.10.2018;118260;118300;118250;118260
03.10.2018;118260;118360;118260;118310
03.10.2018;118310;118310;118260;118270
03.10.2018;118290;118320;118220;118260
03.10.2018;118260;118310;118250;118310
03.10.2018;118300;118350;118300;118330
03.10.2018;118340;118390;118300;118360
03.10.2018;118380;118430;118320;118320
03.10.2018;118320;118360;118290;118320
03.10.2018;118310;118320;118280;118290
03.10.2018;118300;118330;118270;118300
03.10.2018;118290;118300;118240;118290
03.10.2018;118290;118310;118270;118290
03.10.2018;118300;118330;118260;118290
03.10.2018;118300;118320;118280;118310
03.10.2018;118310;118430;118300;118380
03.10.2018;118380;118410;118280;118310
03.10.2018;118300;118330;118250;118250
03.10.2018;118260;118280;118240;118280
03.10.2018;118270;118280;118240;118270
03.10.2018;118260;118290;118220;118250
03.10.2018;118240;118310;118240;118240
03.10.2018;118250;118270;118240;118240
03.10.2018;118250;118370;118230;118350
03.10.2018;118360;118390;118260;118300
03.10.2018;118310;118310;118230;118290
03.10.2018;118300;118310;118260;118270
03.10.2018;118280;118320;118270;118270
03.10.2018;118300;118300;118260;118290
03.10.2018;118280;118310;118270;118270
03.10.2018;118280;118300;118240;118280
03.10.2018;118280;118290;118150;118170
03.10.2018;118170;118230;118160;118170
03.10.2018;118170;118200;118130;118200
03.10.2018;118190;118200;118110;118130
03.10.2018;118140;118210;118140;118210
03.10.2018;118200;118220;118150;118150
03.10.2018;118160;118180;118130;118140
03.10.2018;118140;118180;118120;118140
03.10.2018;118150;118190;118140;118180
03.10.2018;118170;118170;118110;118120
03.10.2018;118120;118130;118040;118100
03.10.2018;118090;118090;118010;118020
03.10.2018;118030;118060;118000;118020
03.10.2018;118020;118030;117900;117920
03.10.2018;117920;117970;117890;117970
03.10.2018;117970;118040;117950;118030
03.10.2018;118030;118100;118030;118100
03.10.2018;118080;118190;118080;118180
03.10.2018;118180;118440;118170;118400
03.10.2018;118410;118590;118350;118550
03.10.2018;118560;118590;118420;118470
03.10.2018;118460;118530;118450;118480
03.10.2018;118490;118500;118450;118470
03.10.2018;118470;118500;118430;118440
03.10.2018;118430;118470;118380;118380
03.10.2018;118390;118450;118330;118440
03.10.2018;118450;118460;118400;118400
03.10.2018;118400;118470;118400;118430
03.10.2018;118420;118500;118420;118500
03.10.2018;118500;118560;118490;118500
03.10.2018;118510;118560;118510;118540
03.10.2018;118520;118710;118490;118650
03.10.2018;118650;118690;118570;118580
03.10.2018;118580;118620;118570;118620
03.10.2018;118610;118680;118590;118600
03.10.2018;118610;118650;118560;118560
03.10.2018;118560;118670;118530;118620
03.10.2018;118620;118640;118490;118530
03.10.2018;118530;118570;118490;118510
03.10.2018;118510;118540;118490;118490
03.10.2018;118490;118520;118400;118400
03.10.2018;118400;118440;118370;118410
03.10.2018;118410;118410;118210;118280
03.10.2018;118290;118350;118220;118270
03.10.2018;118280;118390;118250;118360
03.10.2018;118370;118510;118370;118450
03.10.2018;118450;118460;118370;118390
03.10.2018;118390;118400;118310;118370
03.10.2018;118380;118400;118360;118400
03.10.2018;118410;118430;118350;118400
03.10.2018;118400;118440;118390;118410
03.10.2018;118410;118410;118370;118370
03.10.2018;118370;118440;118370;118420
03.10.2018;118420;118420;118370;118410
03.10.2018;118390;118440;118370;118370
03.10.2018;118370;118460;118370;118440
03.10.2018;118450;118580;118440;118540
03.10.2018;118530;118680;118500;118660
03.10.2018;118670;118680;118590;118620
03.10.2018;118610;118650;118600;118620
03.10.2018;118630;118630;118580;118620
03.10.2018;118610;118700;118610;118660
03.10.2018;118660;118660;118620;118620
03.10.2018;118620;118630;118600;118600
03.10.2018;118600;118800;118600;118710
03.10.2018;118700;118760;118650;118680
03.10.2018;118670;118710;118640;118650
03.10.2018;118640;118660;118500;118570
03.10.2018;118570;118600;118540;118560
03.10.2018;118570;118670;118570;118650
03.10.2018;118660;118680;118610;118670
03.10.2018;118680;118720;118600;118630
03.10.2018;118610;118640;118550;118570
03.10.2018;118570;118610;118560;118570
03.10.2018;118570;118630;118570;118610
03.10.2018;118620;118660;118570;118570
03.10.2018;118560;118620;118550;118600
03.10.2018;118610;118640;118590;118590
03.10.2018;118600;118640;118600;118600
03.10.2018;118600;118650;118590;118630
03.10.2018;118640;118650;118600;118600
03.10.2018;118590;118600;118460;118470
03.10.2018;118490;118540;118490;118540
03.10.2018;118530;118560;118430;118480
03.10.2018;118460;118510;118450;118490
03.10.2018;118460;118510;118450;118480
03.10.2018;118480;118520;118460;118480
03.10.2018;118490;118530;118480;118500
03.10.2018;118490;118540;118490;118500
03.10.2018;118490;118510;118490;118490
03.10.2018;118480;118490;118440;118450
03.10.2018;118450;118460;118410;118430
03.10.2018;118430;118460;118410;118450
03.10.2018;118440;118440;118400;118400
03.10.2018;118400;118420;118400;118410
03.10.2018;118420;118500;118400;118460
03.10.2018;118470;118520;118460;118520
03.10.2018;118510;118550;118460;118460
03.10.2018;118470;118490;118450;118470
03.10.2018;118470;118480;118430;118450
03.10.2018;118450;118490;118410;118480
03.10.2018;118480;118500;118460;118490
03.10.2018;118500;118570;118480;118550
03.10.2018;118560;118580;118520;118560
03.10.2018;118560;118620;118540;118590
03.10.2018;118600;118610;118560;118560
03.10.2018;118570;118590;118560;118570
03.10.2018;118570;118580;118560;118580
03.10.2018;118590;118590;118560;118570
03.10.2018;118570;118580;118520;118550
03.10.2018;118550;118570;118500;118540
03.10.2018;118530;118550;118520;118530
03.10.2018;118520;118580;118480;118550
03.10.2018;118540;118620;118540;118570
03.10.2018;118560;118560;118520;118540
03.10.2018;118570;118590;118550;118550
03.10.2018;118540;118560;118520;118520
03.10.2018;118520;118570;118520;118560
03.10.2018;118550;118550;118500;118540
03.10.2018;118540;118560;118530;118540
03.10.2018;118560;118600;118520;118600
03.10.2018;118600;118660;118590;118640
03.10.2018;118640;118640;118610;118620
03.10.2018;118620;118620;118590;118600
03.10.2018;118590;118620;118510;118580
03.10.2018;118580;118580;118510;118510
03.10.2018;118530;118530;118340;118390
03.10.2018;118390;118390;118320;118340
03.10.2018;118340;118430;118310;118390
03.10.2018;118400;118450;118370;118410
03.10.2018;118400;118430;118330;118420
03.10.2018;118410;118440;118380;118400
03.10.2018;118400;118550;118380;118540
03.10.2018;118530;118620;118500;118530
03.10.2018;118520;118560;118520;118550
03.10.2018;118540;118560;118460;118460
03.10.2018;118480;118490;118450;118480
03.10.2018;118500;118500;118470;118470
03.10.2018;118470;118480;118410;118410
03.10.2018;118420;118420;118360;118390
03.10.2018;118390;118440;118360;118390
03.10.2018;118390;118410;118370;118400
03.10.2018;118400;118470;118400;118430
03.10.2018;118440;118460;118430;118430
03.10.2018;118440;118450;118400;118400
03.10.2018;118410;118510;118400;118460
03.10.2018;118450;118470;118430;118470
03.10.2018;118460;118510;118460;118500
03.10.2018;118510;118550;118500;118540
03.10.2018;118530;118530;118440;118450
03.10.2018;118470;118470;118420;118450
03.10.2018;118460;118500;118450;118470
03.10.2018;118480;118550;118480;118530
03.10.2018;118540;118560;118530;118550
03.10.2018;118550;118590;118520;118520
03.10.2018;118530;118580;118530;118580
03.10.2018;118570;118630;118570;118620
03.10.2018;118630;118640;118600;118630
03.10.2018;118620;118630;118600;118600
03.10.2018;118600;118620;118590;118600
03.10.2018;118610;118640;118590;118610
03.10.2018;118610;118610;118580;118590
03.10.2018;118590;118590;118410;118470
03.10.2018;118460;118480;118350;118390
03.10.2018;118410;118480;118340;118390
03.10.2018;118400;118400;118350;118390
03.10.2018;118400;118400;118350;118390
03.10.2018;118390;118420;118380;118390
03.10.2018;118380;118400;118380;118380
03.10.2018;118390;118420;118390;118420
03.10.2018;118420;118470;118410;118460
03.10.2018;118480;118500;118440;118470
03.10.2018;118460;118480;118430;118430
03.10.2018;118450;118470;118410;118420
03.10.2018;118440;118520;118420;118480
03.10.2018;118500;118530;118470;118510
03.10.2018;118520;118520;118480;118510
03.10.2018;118520;118600;118520;118580
03.10.2018;118570;118590;118510;118540
03.10.2018;118560;118740;118560;118670
03.10.2018;118690;118690;118630;118670
03.10.2018;118680;118710;118660;118690
03.10.2018;118700;118720;118670;118680
03.10.2018;118670;118680;118620;118640
03.10.2018;118630;118660;118620;118620
03.10.2018;118630;118670;118620;118650
03.10.2018;118650;118650;118620;118650
03.10.2018;118650;118650;118620;118640
03.10.2018;118650;118650;118590;118620
03.10.2018;118600;118670;118600;118620
03.10.2018;118620;118660;118590;118630
03.10.2018;118640;118650;118620;118630
03.10.2018;118630;118640;118620;118620
03.10.2018;118620;118640;118600;118610
03.10.2018;118610;118620;118590;118600
03.10.2018;118610;118610;118520;118530
03.10.2018;118520;118560;118510;118540
03.10.2018;118550;118600;118530;118580
03.10.2018;118580;118580;118490;118510
03.10.2018;118510;118520;118450;118510
03.10.2018;118510;118530;118460;118510
03.10.2018;118510;118510;118420;118490
03.10.2018;118490;118550;118470;118480
03.10.2018;118490;118510;118480;118490
03.10.2018;118490;118520;118470;118490
03.10.2018;118500;118610;118490;118590
03.10.2018;118600;118620;118550;118550
03.10.2018;118540;118580;118520;118580
03.10.2018;118570;118570;118480;118520
03.10.2018;118520;118550;118460;118490
03.10.2018;118490;118600;118490;118540
03.10.2018;118550;118570;118490;118500
03.10.2018;118490;118530;118480;118510
03.10.2018;118500;118520;118500;118500
03.10.2018;118500;118540;118490;118520
03.10.2018;118500;118620;118500;118620
03.10.2018;118600;118630;118600;118610
03.10.2018;118610;118620;118540;118550
03.10.2018;118550;118610;118520;118530
03.10.2018;118520;118540;118460;118470
03.10.2018;118480;118520;118450;118500
03.10.2018;118500;118530;118480;118510
03.10.2018;118510;118580;118500;118580
03.10.2018;118570;118590;118560;118580
03.10.2018;118570;118600;118540;118540
03.10.2018;118540;118550;118490;118530
03.10.2018;118540;118620;118540;118610
03.10.2018;118610;118630;118580;118620
03.10.2018;118610;118640;118610;118640
03.10.2018;118640;118640;118580;118610
03.10.2018;118630;118630;118560;118560
03.10.2018;118550;118570;118510;118510
03.10.2018;118520;118580;118520;118570
03.10.2018;118560;118610;118560;118580
03.10.2018;118580;118590;118560;118560
03.10.2018;118570;118620;118560;118610
03.10.2018;118600;118610;118540;118550
03.10.2018;118550;118550;118500;118500
03.10.2018;118510;118530;118450;118470
03.10.2018;118470;118470;118380;118470
03.10.2018;118480;118490;118420;118460
03.10.2018;118460;118460;118360;118390
03.10.2018;118380;118430;118380;118410
03.10.2018;118430;118530;118420;118510
03.10.2018;118500;118550;118500;118530
03.10.2018;118530;118540;118480;118530
03.10.2018;118520;118540;118510;118530
03.10.2018;118540;118570;118530;118570
03.10.2018;118560;118600;118550;118600
03.10.2018;118590;118600;118560;118580
03.10.2018;118580;118590;118550;118570
03.10.2018;118560;118590;118550;118590
03.10.2018;118590;118670;118580;118610
03.10.2018;118620;118630;118570;118570
03.10.2018;118570;118570;118460;118490
03.10.2018;118500;118520;118480;118500
03.10.2018;118500;118500;118470;118470
03.10.2018;118490;118500;118470;118480
03.10.2018;118490;118530;118460;118460
03.10.2018;118470;118520;118460;118470
03.10.2018;118470;118480;118420;118420
03.10.2018;118440;118440;118390;118430
03.10.2018;118430;118440;118290;118310
03.10.2018;118320;118400;118280;118390
03.10.2018;118380;118420;118360;118370
03.10.2018;118370;118440;118340;118430
03.10.2018;118420;118500;118410;118490
03.10.2018;118480;118530;118460;118530
03.10.2018;118530;118540;118480;118500
03.10.2018;118490;118500;118460;118460
03.10.2018;118460;118490;118320;118370
03.10.2018;118380;118480;118340;118450
03.10.2018;118440;118450;118370;118400
03.10.2018;118400;118530;118400;118500
03.10.2018;118500;118570;118490;118520
03.10.2018;118520;118610;118520;118590
03.10.2018;118590;118620;118480;118500
03.10.2018;118500;118510;118440;118480
03.10.2018;118470;118470;118380;118410
03.10.2018;118410;118420;118330;118350
03.10.2018;118360;118440;118360;118390
03.10.2018;118390;118410;118360;118360
03.10.2018;118360;118360;118280;118340
03.10.2018;118330;118370;118310;118370
03.10.2018;118370;118390;118300;118310
03.10.2018;118310;118360;118310;118320
03.10.2018;118310;118320;118020;118040
03.10.2018;118050;118080;117950;118040
03.10.2018;118040;118150;118010;118060
03.10.2018;118060;118060;117910;117930
03.10.2018;117920;117930;117610;117650
03.10.2018;117660;117740;117630;117680
03.10.2018;117690;117830;117670;117780
03.10.2018;117780;117790;117750;117770
03.10.2018;117770;117840;117740;117830
03.10.2018;117820;117870;117770;117840
03.10.2018;117820;117860;117790;117840
03.10.2018;117840;117890;117820;117860
03.10.2018;117860;117940;117850;117940
03.10.2018;117930;118090;117910;118080
03.10.2018;118060;118080;117970;118030
03.10.2018;118050;118050;117960;118030
03.10.2018;118020;118030;117940;118030
03.10.2018;118010;118160;117990;118160
03.10.2018;118160;118260;118120;118260
03.10.2018;118260;118280;118100;118260
03.10.2018;118250;118260;118170;118220
03.10.2018;118210;118290;118180;118280
03.10.2018;118270;118410;118270;118390
03.10.2018;118380;118480;118350;118430
03.10.2018;118430;118440;118310;118310
03.10.2018;118320;118350;118280;118310
03.10.2018;118300;118410;118270;118400
03.10.2018;118400;118480;118380;118410
03.10.2018;118410;118440;118380;118430
03.10.2018;118440;118450;118340;118390
03.10.2018;118380;118380;118310;118330
03.10.2018;118330;118410;118300;118380
03.10.2018;118370;118380;118350;118370
03.10.2018;118360;118370;118320;118340
03.10.2018;118330;118370;118320;118340
03.10.2018;118330;118740;118330;118680
03.10.2018;118670;118720;118650;118680
03.10.2018;118680;118870;118630;118830
03.10.2018;118840;118950;118790;118920
03.10.2018;118930;118950;118790;118830
03.10.2018;118830;118920;118820;118850
03.10.2018;118860;118860;118770;118820
03.10.2018;118820;118840;118740;118790
03.10.2018;118790;118920;118790;118900
03.10.2018;118900;118910;118460;118460
03.10.2018;118460;118470;118010;118100
03.10.2018;118110;118370;118100;118310
03.10.2018;118320;118450;118290;118380
03.10.2018;118370;118400;118330;118370
03.10.2018;118370;118450;118320;118420
03.10.2018;118420;118560;118410;118500
03.10.2018;118510;118530;118390;118420
03.10.2018;118430;118480;118280;118290
03.10.2018;118300;118320;118200;118210
03.10.2018;118210;118330;118140;118320
03.10.2018;118310;118940;118300;118920
03.10.2018;118920;118990;118860;118960
03.10.2018;118950;118980;118760;118800
03.10.2018;118800;118900;118770;118820
03.10.2018;118820;118910;118820;118890
03.10.2018;118900;118910;118730;118810
03.10.2018;118810;118870;118810;118870
03.10.2018;118870;119130;118850;119060
03.10.2018;119050;119090;119000;119000
03.10.2018;119010;119030;118860;118870
03.10.2018;118870;118920;118860;118880
03.10.2018;118880;118970;118860;118940
03.10.2018;118940;119050;118930;119050
03.10.2018;119050;119090;118930;118950
03.10.2018;118960;118960;118840;118930
03.10.2018;118930;119090;118930;119030
03.10.2018;119050;119050;118920;118980
03.10.2018;118980;119060;118960;119030
03.10.2018;119010;119040;118930;118940
03.10.2018;118940;119090;118910;118940
03.10.2018;118940;118940;118850;118900
03.10.2018;118890;118990;118860;118990
03.10.2018;118990;119050;118970;118990
03.10.2018;119010;119020;118920;118920
03.10.2018;118940;119070;118930;119060
03.10.2018;119050;119050;118940;119010
03.10.2018;119020;119220;119010;119120
03.10.2018;119120;119170;119100;119140
03.10.2018;119130;119150;119020;119060
03.10.2018;119060;119090;119030;119090
03.10.2018;119090;119090;119000;119060
03.10.2018;119050;119100;119000;119090
03.10.2018;119100;119100;119030;119080
03.10.2018;119090;119090;118870;118880
03.10.2018;118870;118970;118870;118940
03.10.2018;118930;118950;118880;118890
03.10.2018;118880;118880;118780;118820
03.10.2018;118820;118910;118820;118880
03.10.2018;118880;118990;118860;118910
03.10.2018;118920;118930;118860;118900
03.10.2018;118890;118910;118860;118890
03.10.2018;118890;118900;118810;118830
03.10.2018;118820;118860;118710;118760
03.10.2018;118760;118820;118710;118820
03.10.2018;118800;118800;118710;118790
03.10.2018;118780;118790;118670;118670
03.10.2018;118660;118690;118620;118680
03.10.2018;118660;118670;118550;118590
03.10.2018;118580;118650;118560;118650
03.10.2018;118640;118660;118550;118570
03.10.2018;118560;118560;118410;118490
03.10.2018;118490;118540;118420;118450
03.10.2018;118460;118570;118440;118560
03.10.2018;118560;118730;118540;118580
03.10.2018;118590;118690;118590;118650
03.10.2018;118650;118650;118560;118610
03.10.2018;118610;118640;118510;118530
03.10.2018;118540;118600;118500;118580
03.10.2018;118580;118600;118530;118540
03.10.2018;118530;118590;118520;118590
03.10.2018;118590;118700;118580;118660
03.10.2018;118650;118680;118630;118660
03.10.2018;118670;118670;118570;118590
03.10.2018;118600;118670;118580;118670
03.10.2018;118710;118970;118510;118590
03.10.2018;118590;118590;118500;118540
03.10.2018;118550;118610;118540;118590
03.10.2018;118600;118630;118560;118590
03.10.2018;118600;118620;118570;118610
03.10.2018;118590;118600;118550;118560
03.10.2018;118550;118550;118450;118450
03.10.2018;118450;118500;118430;118490
03.10.2018;118490;118500;118470;118470
03.10.2018;118470;118530;118470;118490
03.10.2018;118480;118570;118480;118550
03.10.2018;118550;118600;118520;118570
03.10.2018;118580;118600;118540;118540
03.10.2018;118540;118630;118540;118630
03.10.2018;118620;118630;118580;118590
03.10.2018;118590;118660;118590;118600
03.10.2018;118590;118600;118530;118550
03.10.2018;118570;118570;118530;118540
03.10.2018;118550;118640;118540;118620
03.10.2018;118610;118620;118580;118610
03.10.2018;118600;118640;118600;118620
03.10.2018;118600;118650;118580;118640
03.10.2018;118630;118650;118600;118600
03.10.2018;118610;118630;118590;118630
03.10.2018;118630;118640;118620;118620
03.10.2018;118610;118610;118580;118610
03.10.2018;118620;118650;118620;118630
03.10.2018;118640;118700;118620;118660
03.10.2018;118680;118720;118670;118690
03.10.2018;118680;118680;118590;118610
03.10.2018;118620;118630;118600;118610
03.10.2018;118600;118630;118600;118630
03.10.2018;118610;118610;118520;118540
03.10.2018;118540;118590;118540;118580
03.10.2018;118590;118640;118580;118610
03.10.2018;118610;118610;118600;118600
03.10.2018;118610;118610;118580;118600
03.10.2018;118580;118580;118530;118550
03.10.2018;118540;118540;118510;118530
03.10.2018;118530;118560;118500;118510
03.10.2018;118510;118550;118480;118480
03.10.2018;118490;118530;118480;118480
03.10.2018;118490;118520;118480;118500
03.10.2018;118500;118500;118430;118430
03.10.2018;118420;118460;118420;118430
03.10.2018;118440;118470;118420;118440
03.10.2018;118430;118470;118420;118470
03.10.2018;118470;118480;118460;118460
03.10.2018;118470;118510;118460;118500
03.10.2018;118490;118490;118470;118470
03.10.2018;118490;118490;118450;118460
03.10.2018;118460;118470;118450;118470
03.10.2018;118460;118490;118460;118490
03.10.2018;118480;118490;118470;118480
03.10.2018;118480;118480;118450;118450
03.10.2018;118450;118470;118450;118470
03.10.2018;118470;118490;118470;118490
03.10.2018;118480;118500;118480;118490
03.10.2018;118500;118500;118420;118440
03.10.2018;118450;118480;118420;118480
03.10.2018;118470;118570;118470;118560
03.10.2018;118550;118560;118530;118540
03.10.2018;118540;118550;118510;118540
03.10.2018;118540;118580;118540;118570
03.10.2018;118570;118630;118560;118630
03.10.2018;118630;118730;118630;118660
03.10.2018;118680;118790;118670;118780
03.10.2018;118780;118780;118710;118750
03.10.2018;118750;118750;118700;118710
03.10.2018;118700;118780;118690;118770
03.10.2018;118780;118850;118780;118830
03.10.2018;118830;118840;118800;118820
03.10.2018;118830;118830;118750;118750
03.10.2018;118750;118830;118750;118830
03.10.2018;118820;118830;118780;118800
03.10.2018;118800;118800;118760;118760
03.10.2018;118760;118830;118760;118820
03.10.2018;118820;118820;118790;118810
03.10.2018;118820;118850;118750;118770
03.10.2018;118780;118790;118710;118750
03.10.2018;118740;118740;118680;118690
03.10.2018;118690;118730;118690;118700
03.10.2018;118710;118710;118610;118650
03.10.2018;118660;118680;118630;118650
03.10.2018;118660;118660;118610;118640
03.10.2018;118660;118670;118550;118620
03.10.2018;118610;118640;118590;118590
03.10.2018;118610;118650;118600;118640
03.10.2018;118640;118650;118610;118640
03.10.2018;118640;118720;118610;118710
03.10.2018;118710;118760;118690;118720
03.10.2018;118710;118800;118710;118770
03.10.2018;118780;118820;118750;118820
03.10.2018;118820;118870;118790;118860
03.10.2018;118860;118860;118820;118840
03.10.2018;118830;118860;118790;118840
03.10.2018;118840;118860;118800;118850
03.10.2018;118860;118900;118850;118870
03.10.2018;118890;118920;118870;118920
03.10.2018;118930;118970;118920;118960
03.10.2018;118960;118980;118870;118880
03.10.2018;118900;118920;118870;118890
03.10.2018;118920;118920;118850;118860
03.10.2018;118850;118860;118820;118840
03.10.2018;118840;118850;118820;118830
03.10.2018;118850;118890;118820;118880
03.10.2018;118890;118920;118870;118920
03.10.2018;118920;118950;118900;118940
03.10.2018;118940;118940;118910;118930
03.10.2018;118930;118940;118920;118920
03.10.2018;118910;118920;118850;118880
03.10.2018;118870;118950;118870;118950
03.10.2018;118950;118970;118890;118900
03.10.2018;118890;118900;118850;118880
03.10.2018;118900;118900;118870;118890
03.10.2018;118900;118930;118890;118910
03.10.2018;118900;118900;118860;118890
03.10.2018;118880;118880;118820;118850
03.10.2018;118850;118890;118850;118880
03.10.2018;118890;118890;118840;118870
03.10.2018;118880;118900;118830;118870
03.10.2018;118870;118870;118780;118790
03.10.2018;118790;118820;118740;118760
03.10.2018;118760;118770;118730;118730
03.10.2018;118730;118770;118720;118720
03.10.2018;118740;118770;118720;118730
03.10.2018;118730;118760;118710;118760
